Count,Name,Edition,Card Number,Foil
1,Wilt,Ikoria: Lair of Behemoths,176,
3,Wingfold Pteron,Ikoria: Lair of Behemoths,71,
2,Wingspan Mentor,Ikoria: Lair of Behemoths,72,
1,"Zirda, the Dawnwaker",Ikoria: Lair of Behemoths,233,
1,Abattoir Ghoul,Innistrad,85,
1,Abbey Griffin,Innistrad,1,
1,Ambush Viper,Innistrad,169,
2,Avacyn's Pilgrim,Innistrad,170,
1,Battleground Geist,Innistrad,45,
1,Bramblecrush,Innistrad,172,
1,Brimstone Volley,Innistrad,132,
1,Caravan Vigil,Innistrad,173,
1,Chapel Geist,Innistrad,7,
1,Clifftop Retreat,Innistrad,238,
1,Cobbled Wings,Innistrad,219,
1,Curse of Oblivion,Innistrad,95,
1,Curse of the Bloody Tome,Innistrad,50,
1,Dead Weight,Innistrad,96,
1,Delver of Secrets // Insectile Aberration,Innistrad,51,
1,Deranged Assistant,Innistrad,52,
1,Desperate Ravings,Innistrad,139,
1,Dissipate,Innistrad,53,
1,Feeling of Dread,Innistrad,14,
1,Feral Ridgewolf,Innistrad,142,
1,Fortress Crab,Innistrad,56,
1,Gallows Warden,Innistrad,16,
1,Ghostly Possession,Innistrad,18,
1,Ghoulcaller's Bell,Innistrad,224,
1,Ghoulcaller's Chant,Innistrad,101,
1,Hollowhenge Scavenger,Innistrad,188,
1,Intangible Virtue,Innistrad,19,
1,Markov Patrician,Innistrad,107,
1,Midnight Haunting,Innistrad,22,
1,Moan of the Unhallowed,Innistrad,109,
1,Night Terrors,Innistrad,111,
1,Pitchburn Devils,Innistrad,156,
1,Selfless Cathar,Innistrad,30,
1,Traitorous Blood,Innistrad,166,
1,Urgent Exorcism,Innistrad,40,
1,Vampire Interloper,Innistrad,123,
2,Victim of Night,Innistrad,124,
2,Voiceless Spirit,Innistrad,42,
1,Abrade,Innistrad: Crimson Vow,139,
2,Adamant Will,Innistrad: Crimson Vow,1,
1,Alchemist's Gambit,Innistrad: Crimson Vow,140,
1,Alluring Suitor // Deadly Dancer,Innistrad: Crimson Vow,141,
1,Ancestral Anger,Innistrad: Crimson Vow,142,
2,Apprentice Sharpshooter,Innistrad: Crimson Vow,185,
1,Arm the Cathars,Innistrad: Crimson Vow,3,
1,Belligerent Guest,Innistrad: Crimson Vow,144,
1,Bleed Dry,Innistrad: Crimson Vow,94,
2,Blood Fountain,Innistrad: Crimson Vow,95,
1,Blood Hypnotist,Innistrad: Crimson Vow,145,
1,Blood Petal Celebrant,Innistrad: Crimson Vow,146,
1,Blood Petal Celebrant,Innistrad: Crimson Vow,303,
1,Blood Servitor,Innistrad: Crimson Vow,252,
2,Bloody Betrayal,Innistrad: Crimson Vow,147,
2,Bramble Armor,Innistrad: Crimson Vow,188,
1,Bramble Wurm,Innistrad: Crimson Vow,189,
1,Bride's Gown,Innistrad: Crimson Vow,4,
1,Catapult Fodder // Catapult Captain,Innistrad: Crimson Vow,99,
2,Ceremonial Knife,Innistrad: Crimson Vow,254,
2,Chill of the Grave,Innistrad: Crimson Vow,51,
1,Circle of Confinement,Innistrad: Crimson Vow,7,
1,Cobbled Lancer,Innistrad: Crimson Vow,52,
1,Courier Bat,Innistrad: Crimson Vow,102,
2,Cradle of Safety,Innistrad: Crimson Vow,54,
1,Crawling Infestation,Innistrad: Crimson Vow,193,
2,Cruel Witness,Innistrad: Crimson Vow,55,
2,Dawnhart Disciple,Innistrad: Crimson Vow,196,
2,Daybreak Combatants,Innistrad: Crimson Vow,153,
2,Desperate Farmer // Depraved Harvester,Innistrad: Crimson Vow,104,
3,Diregraf Scavenger,Innistrad: Crimson Vow,105,
1,Distracting Geist // Clever Distraction,Innistrad: Crimson Vow,9,
1,Dollhouse of Horrors,Innistrad: Crimson Vow,255,
1,Doomed Dissenter,Innistrad: Crimson Vow,106,
1,Dormant Grove // Gnarled Grovestrider,Innistrad: Crimson Vow,198,
1,"Dorothea, Vengeful Victim // Dorothea's Retribution",Innistrad: Crimson Vow,322,
2,Dread Fugue,Innistrad: Crimson Vow,107,
1,Dreadlight Monstrosity,Innistrad: Crimson Vow,57,
2,Drogskol Infantry // Drogskol Armaments,Innistrad: Crimson Vow,10,
1,"Edgar, Charmed Groom // Edgar Markov's Coffin",Innistrad: Crimson Vow,236,
1,End the Festivities,Innistrad: Crimson Vow,155,
2,Estwald Shieldbasher,Innistrad: Crimson Vow,11,
1,Evolving Wilds,Innistrad: Crimson Vow,263,
1,Falkenrath Celebrants,Innistrad: Crimson Vow,156,
2,Fear of Death,Innistrad: Crimson Vow,59,
2,Fearful Villager // Fearsome Werewolf,Innistrad: Crimson Vow,157,
1,Flame-Blessed Bolt,Innistrad: Crimson Vow,158,
1,Flourishing Hunter,Innistrad: Crimson Vow,199,
1,Foreboding Statue // Forsaken Thresher,Innistrad: Crimson Vow,256,
1,Gift of Fangs,Innistrad: Crimson Vow,113,
2,Grisly Ritual,Innistrad: Crimson Vow,116,
2,Gryff Rider,Innistrad: Crimson Vow,15,
2,Gutter Skulker // Gutter Shortcut,Innistrad: Crimson Vow,62,
1,Heron-Blessed Geist,Innistrad: Crimson Vow,19,
1,Honored Heirloom,Innistrad: Crimson Vow,257,
2,Hookhand Mariner // Riphook Raider,Innistrad: Crimson Vow,203,
1,Ill-Tempered Loner // Howlpack Avenger,Innistrad: Crimson Vow,162,
1,Infestation Expert // Infested Werewolf,Innistrad: Crimson Vow,206,
1,Into the Night,Innistrad: Crimson Vow,163,
1,Kessig Flamebreather,Innistrad: Crimson Vow,164,
1,Kindly Ancestor // Ancestor's Embrace,Innistrad: Crimson Vow,22,
2,Lacerate Flesh,Innistrad: Crimson Vow,166,
1,Laid to Rest,Innistrad: Crimson Vow,207,
1,Lantern Bearer // Lanterns' Lift,Innistrad: Crimson Vow,66,
1,Lantern of the Lost,Innistrad: Crimson Vow,259,
1,Magma Pummeler,Innistrad: Crimson Vow,169,
1,Markov Waltzer,Innistrad: Crimson Vow,313,
2,Massive Might,Innistrad: Crimson Vow,208,
1,Mindleech Ghoul,Innistrad: Crimson Vow,122,
1,Moldgraf Millipede,Innistrad: Crimson Vow,209,
1,Mulch,Innistrad: Crimson Vow,210,
1,Nature's Embrace,Innistrad: Crimson Vow,211,
1,Nebelgast Beguiler,Innistrad: Crimson Vow,25,
2,Nurturing Presence,Innistrad: Crimson Vow,26,
1,"Olivia, Crimson Bride",Innistrad: Crimson Vow,315,
1,Olivia's Attendants,Innistrad: Crimson Vow,172,
1,Overcharged Amalgam,Innistrad: Crimson Vow,71,
1,Packsong Pup,Innistrad: Crimson Vow,213,
1,Parasitic Grasp,Innistrad: Crimson Vow,123,
1,Parish-Blade Trainee,Innistrad: Crimson Vow,29,
2,Persistent Specimen,Innistrad: Crimson Vow,125,
2,Piercing Light,Innistrad: Crimson Vow,30,
1,Pointed Discussion,Innistrad: Crimson Vow,126,foil
2,Pyre Spawn,Innistrad: Crimson Vow,173,
1,Ragged Recluse // Odious Witch,Innistrad: Crimson Vow,127,
2,Reckless Impulse,Innistrad: Crimson Vow,174,
1,Repository Skaab,Innistrad: Crimson Vow,73,
1,Resistance Squad,Innistrad: Crimson Vow,32,
1,Rot-Tide Gargantua,Innistrad: Crimson Vow,129,
2,Runebound Wolf,Innistrad: Crimson Vow,176,
2,Rural Recruit,Innistrad: Crimson Vow,216,
2,Sanctify,Innistrad: Crimson Vow,33,
1,Savior of Ollenbock,Innistrad: Crimson Vow,34,
2,Scattered Thoughts,Innistrad: Crimson Vow,74,
2,Serpentine Ambush,Innistrad: Crimson Vow,77,
2,Sheltering Boughs,Innistrad: Crimson Vow,218,
1,Sigarda's Imprisonment,Innistrad: Crimson Vow,35,
1,Sigardian Paladin,Innistrad: Crimson Vow,247,
1,Snarling Wolf,Innistrad: Crimson Vow,219,
1,Sorin the Mirthless,Innistrad: Crimson Vow,278,foil
1,Spore Crawler,Innistrad: Crimson Vow,222,
1,Sporeback Wolf,Innistrad: Crimson Vow,223,
1,Steelclad Spirit,Innistrad: Crimson Vow,80,
1,Stitched Assistant,Innistrad: Crimson Vow,81,
1,Stormcarved Coast,Innistrad: Crimson Vow,265,
2,Stormchaser Drake,Innistrad: Crimson Vow,82,
1,Sundown Pass,Innistrad: Crimson Vow,266,
1,Sure Strike,Innistrad: Crimson Vow,179,
1,Syncopate,Innistrad: Crimson Vow,83,
1,Syphon Essence,Innistrad: Crimson Vow,84,
1,Toxic Scorpion,Innistrad: Crimson Vow,224,
1,Traveling Minister,Innistrad: Crimson Vow,39,
2,Undead Butler,Innistrad: Crimson Vow,133,
2,Unholy Officiant,Innistrad: Crimson Vow,286,
1,Valorous Stance,Innistrad: Crimson Vow,42,
1,Vampire's Kiss,Innistrad: Crimson Vow,136,
1,Vampires' Vengeance,Innistrad: Crimson Vow,180,
1,Vilespawn Spider,Innistrad: Crimson Vow,250,
1,Volatile Arsonist // Dire-Strain Anarchist,Innistrad: Crimson Vow,181,
2,Voldaren Epicure,Innistrad: Crimson Vow,182,
1,Voldaren Estate,Innistrad: Crimson Vow,403,foil
1,Wandering Mind,Innistrad: Crimson Vow,251,
1,Weary Prisoner // Wrathful Jailbreaker,Innistrad: Crimson Vow,184,
1,Wedding Invitation,Innistrad: Crimson Vow,260,
1,Witch's Web,Innistrad: Crimson Vow,227,
1,Wolf Strike,Innistrad: Crimson Vow,228,
2,Wretched Throng,Innistrad: Crimson Vow,91,
1,Abandon the Post,Innistrad: Midnight Hunt,127,
1,"Adeline, Resplendent Cathar",Innistrad: Midnight Hunt,1,
1,Ambitious Farmhand // Seasoned Cathar,Innistrad: Midnight Hunt,2,
1,Arcane Infusion,Innistrad: Midnight Hunt,210,
1,Ardent Elementalist,Innistrad: Midnight Hunt,128,
1,Ardent Elementalist,Innistrad: Midnight Hunt,128,foil
2,Arrogant Outlaw,Innistrad: Midnight Hunt,84,
1,Arrogant Outlaw,Innistrad: Midnight Hunt,84,foil
4,Baithook Angler // Hook-Haunt Drifter,Innistrad: Midnight Hunt,42,
1,Baneblade Scoundrel // Baneclaw Marauder,Innistrad: Midnight Hunt,85,
2,Baneblade Scoundrel // Baneclaw Marauder,Innistrad: Midnight Hunt,289,
1,Baneblade Scoundrel // Baneclaw Marauder,Innistrad: Midnight Hunt,289,foil
4,Bat Whisperer,Innistrad: Midnight Hunt,86,
3,Beloved Beggar // Generous Soul,Innistrad: Midnight Hunt,3,
3,Bereaved Survivor // Dauntless Avenger,Innistrad: Midnight Hunt,4,
2,Bird Admirer // Wing Shredder,Innistrad: Midnight Hunt,169,
3,Bird Admirer // Wing Shredder,Innistrad: Midnight Hunt,298,
3,Bladebrand,Innistrad: Midnight Hunt,87,
1,Bladestitched Skaab,Innistrad: Midnight Hunt,212,
4,Blessed Defiance,Innistrad: Midnight Hunt,5,
2,Blood Pact,Innistrad: Midnight Hunt,88,
1,Bloodline Culling,Innistrad: Midnight Hunt,89,
1,Bloodthirsty Adversary,Innistrad: Midnight Hunt,129,
2,Bloodtithe Collector,Innistrad: Midnight Hunt,90,
1,Borrowed Time,Innistrad: Midnight Hunt,6,
2,Bounding Wolf,Innistrad: Midnight Hunt,170,
5,Bramble Armor,Innistrad: Midnight Hunt,171,
1,Briarbridge Tracker,Innistrad: Midnight Hunt,172,
5,Brimstone Vandal,Innistrad: Midnight Hunt,130,
3,Brood Weaver,Innistrad: Midnight Hunt,173,
1,Brutal Cathar // Moonrage Brute,Innistrad: Midnight Hunt,7,foil
2,Burly Breaker // Dire-Strain Demolisher,Innistrad: Midnight Hunt,174,
3,Burly Breaker // Dire-Strain Demolisher,Innistrad: Midnight Hunt,299,
2,Burn Down the House,Innistrad: Midnight Hunt,131,
6,Burn the Accursed,Innistrad: Midnight Hunt,132,
1,Can't Stay Away,Innistrad: Midnight Hunt,213,
4,Candlegrove Witch,Innistrad: Midnight Hunt,8,
3,Candlegrove Witch,Innistrad: Midnight Hunt,287,
1,Candlelit Cavalry,Innistrad: Midnight Hunt,175,foil
4,Candlelit Cavalry,Innistrad: Midnight Hunt,175,
2,Candletrap,Innistrad: Midnight Hunt,9,
5,Cathar Commando,Innistrad: Midnight Hunt,10,
2,Cathar Commando,Innistrad: Midnight Hunt,10,foil
2,Cathar's Call,Innistrad: Midnight Hunt,11,
2,Cathartic Pyre,Innistrad: Midnight Hunt,133,
1,Celestus Sanctifier,Innistrad: Midnight Hunt,12,
1,Champion of the Perished,Innistrad: Midnight Hunt,91,
1,Champion of the Perished,Innistrad: Midnight Hunt,385,foil
2,Chaplain of Alms // Chapel Shieldgeist,Innistrad: Midnight Hunt,13,
3,Clarion Cathars,Innistrad: Midnight Hunt,14,
2,Clear Shot,Innistrad: Midnight Hunt,176,
1,Component Collector,Innistrad: Midnight Hunt,43,
4,Consider,Innistrad: Midnight Hunt,44,
1,Contortionist Troupe,Innistrad: Midnight Hunt,178,
2,Corpse Cobble,Innistrad: Midnight Hunt,214,
2,Covert Cutpurse // Covetous Geist,Innistrad: Midnight Hunt,92,
1,Covert Cutpurse // Covetous Geist,Innistrad: Midnight Hunt,92,foil
2,Covetous Castaway // Ghostly Castigator,Innistrad: Midnight Hunt,45,
1,Crawl from the Cellar,Innistrad: Midnight Hunt,93,
1,Crawl from the Cellar,Innistrad: Midnight Hunt,93,foil
1,Croaking Counterpart,Innistrad: Midnight Hunt,215,
3,Crossroads Candleguide,Innistrad: Midnight Hunt,253,
1,Curse of Leeches // Leeching Lurker,Innistrad: Midnight Hunt,94,
1,Curse of Silence,Innistrad: Midnight Hunt,15,
1,Dawnhart Mentor,Innistrad: Midnight Hunt,179,
3,Dawnhart Mentor,Innistrad: Midnight Hunt,300,
1,Dawnhart Rejuvenator,Innistrad: Midnight Hunt,180,
6,Dawnhart Rejuvenator,Innistrad: Midnight Hunt,301,
2,Dawnhart Wardens,Innistrad: Midnight Hunt,216,
2,Dawnhart Wardens,Innistrad: Midnight Hunt,308,
2,Deathbonnet Sprout // Deathbonnet Hulk,Innistrad: Midnight Hunt,181,
2,Defend the Celestus,Innistrad: Midnight Hunt,182,
2,Defenestrate,Innistrad: Midnight Hunt,95,
3,Devious Cover-Up,Innistrad: Midnight Hunt,48,
1,Devoted Grafkeeper // Departed Soulkeeper,Innistrad: Midnight Hunt,218,
1,Dire-Strain Rampage,Innistrad: Midnight Hunt,219,
5,Diregraf Horde,Innistrad: Midnight Hunt,96,
2,Diregraf Rebirth,Innistrad: Midnight Hunt,220,
1,Dissipate,Innistrad: Midnight Hunt,49,
1,Dreadhound,Innistrad: Midnight Hunt,97,
2,Drownyard Amalgam,Innistrad: Midnight Hunt,50,
2,Dryad's Revival,Innistrad: Midnight Hunt,183,
4,Duel for Dominance,Innistrad: Midnight Hunt,184,
1,Duel for Dominance,Innistrad: Midnight Hunt,184,foil
2,Duelcraft Trainer,Innistrad: Midnight Hunt,16,
2,Duress,Innistrad: Midnight Hunt,98,
5,Eaten Alive,Innistrad: Midnight Hunt,99,
1,Eaten Alive,Innistrad: Midnight Hunt,99,foil
3,Eccentric Farmer,Innistrad: Midnight Hunt,185,
4,Ecstatic Awakener // Awoken Demon,Innistrad: Midnight Hunt,100,
2,Electric Revelation,Innistrad: Midnight Hunt,135,
3,Evolving Wilds,Innistrad: Midnight Hunt,261,
1,Evolving Wilds,Innistrad: Midnight Hunt,261,foil
1,Fading Hope,Innistrad: Midnight Hunt,51,
2,Faithful Mending,Innistrad: Midnight Hunt,221,
4,Falcon Abomination,Innistrad: Midnight Hunt,52,
4,Falkenrath Perforator,Innistrad: Midnight Hunt,136,
1,Falkenrath Perforator,Innistrad: Midnight Hunt,136,foil
1,Falkenrath Pit Fighter,Innistrad: Midnight Hunt,137,
3,Famished Foragers,Innistrad: Midnight Hunt,138,
1,Famished Foragers,Innistrad: Midnight Hunt,138,foil
1,Fangblade Brigand // Fangblade Eviscerator,Innistrad: Midnight Hunt,139,
2,Fangblade Brigand // Fangblade Eviscerator,Innistrad: Midnight Hunt,292,
1,Fateful Absence,Innistrad: Midnight Hunt,18,
4,Festival Crasher,Innistrad: Midnight Hunt,140,
3,Field of Ruin,Innistrad: Midnight Hunt,262,
4,Firmament Sage,Innistrad: Midnight Hunt,53,
4,Flare of Faith,Innistrad: Midnight Hunt,19,
3,Fleshtaker,Innistrad: Midnight Hunt,222,
3,Flip the Switch,Innistrad: Midnight Hunt,54,
3,Foul Play,Innistrad: Midnight Hunt,101,
3,Galedrifter // Waildrifter,Innistrad: Midnight Hunt,55,
1,Galedrifter // Waildrifter,Innistrad: Midnight Hunt,55,foil
1,Galvanic Iteration,Innistrad: Midnight Hunt,224,foil
1,Gavony Dawnguard,Innistrad: Midnight Hunt,20,
3,Gavony Silversmith,Innistrad: Midnight Hunt,21,
5,Gavony Trapper,Innistrad: Midnight Hunt,22,
2,Geistwave,Innistrad: Midnight Hunt,56,
2,Ghoulish Procession,Innistrad: Midnight Hunt,102,
2,"Gisa, Glorious Resurrector",Innistrad: Midnight Hunt,103,
1,Graveyard Trespasser // Graveyard Glutton,Innistrad: Midnight Hunt,290,
1,Grizzly Ghoul,Innistrad: Midnight Hunt,226,
1,Hallowed Respite,Innistrad: Midnight Hunt,227,
3,Harvesttide Infiltrator // Harvesttide Assailant,Innistrad: Midnight Hunt,143,
7,Harvesttide Infiltrator // Harvesttide Assailant,Innistrad: Midnight Hunt,293,
3,Harvesttide Sentry,Innistrad: Midnight Hunt,186,
2,Hedgewitch's Mask,Innistrad: Midnight Hunt,23,
1,Heirloom Mirror // Inherited Fiend,Innistrad: Midnight Hunt,105,
3,Hobbling Zombie,Innistrad: Midnight Hunt,106,
2,Homestead Courage,Innistrad: Midnight Hunt,24,
1,Homestead Courage,Innistrad: Midnight Hunt,24,foil
1,Hound Tamer // Untamed Pup,Innistrad: Midnight Hunt,187,
3,Hound Tamer // Untamed Pup,Innistrad: Midnight Hunt,302,
2,Howl of the Hunt,Innistrad: Midnight Hunt,188,
2,Hungry for More,Innistrad: Midnight Hunt,228,
3,Immolation,Innistrad: Midnight Hunt,144,
1,Immolation,Innistrad: Midnight Hunt,144,foil
2,Infernal Grasp,Innistrad: Midnight Hunt,107,
1,Intrepid Adversary,Innistrad: Midnight Hunt,25,
6,Jack-o'-Lantern,Innistrad: Midnight Hunt,254,
2,Join the Dance,Innistrad: Midnight Hunt,229,
2,"Katilda, Dawnhart Prime",Innistrad: Midnight Hunt,230,
1,Kessig Naturalist // Lord of the Ulvenwald,Innistrad: Midnight Hunt,231,
2,Kessig Naturalist // Lord of the Ulvenwald,Innistrad: Midnight Hunt,310,
4,Lambholt Harrier,Innistrad: Midnight Hunt,145,
4,Larder Zombie,Innistrad: Midnight Hunt,58,
1,"Lier, Disciple of the Drowned",Innistrad: Midnight Hunt,59,
1,"Liesa, Forgotten Archangel",Innistrad: Midnight Hunt,319,
1,Light Up the Night,Innistrad: Midnight Hunt,146,
1,Light Up the Night,Innistrad: Midnight Hunt,146,foil
2,Locked in the Cemetery,Innistrad: Midnight Hunt,60,
1,Locked in the Cemetery,Innistrad: Midnight Hunt,60,foil
1,Loyal Gryff,Innistrad: Midnight Hunt,26,
1,Lunar Frenzy,Innistrad: Midnight Hunt,147,
5,Lunarch Veteran // Luminous Phantom,Innistrad: Midnight Hunt,27,
2,Mask of Griselbrand,Innistrad: Midnight Hunt,111,
1,Memory Deluge,Innistrad: Midnight Hunt,62,
3,Might of the Old Ways,Innistrad: Midnight Hunt,189,
3,Moonrager's Slash,Innistrad: Midnight Hunt,148,
1,Moonsilver Key,Innistrad: Midnight Hunt,255,
2,Morbid Opportunist,Innistrad: Midnight Hunt,113,
4,Morkrut Behemoth,Innistrad: Midnight Hunt,114,
2,Mounted Dreadknight,Innistrad: Midnight Hunt,150,
5,Mourning Patrol // Morning Apparition,Innistrad: Midnight Hunt,28,
1,Mysterious Tome // Chilling Chronicle,Innistrad: Midnight Hunt,63,
2,Mystic Skull // Mystic Monstrosity,Innistrad: Midnight Hunt,256,
1,Nebelgast Intruder,Innistrad: Midnight Hunt,64,
1,Necrosynthesis,Innistrad: Midnight Hunt,115,
4,Neonate's Rush,Innistrad: Midnight Hunt,151,
5,No Way Out,Innistrad: Midnight Hunt,116,
4,Novice Occultist,Innistrad: Midnight Hunt,117,
1,Obsessive Astronomer,Innistrad: Midnight Hunt,152,
1,Odric's Outrider,Innistrad: Midnight Hunt,29,
1,Olivia's Midnight Ambush,Innistrad: Midnight Hunt,118,
2,Ominous Roost,Innistrad: Midnight Hunt,65,
4,Organ Hoarder,Innistrad: Midnight Hunt,66,
2,Otherworldly Gaze,Innistrad: Midnight Hunt,67,
1,Outland Liberator // Frenzied Trapbreaker,Innistrad: Midnight Hunt,190,
1,Outland Liberator // Frenzied Trapbreaker,Innistrad: Midnight Hunt,303,
1,Overwhelmed Archivist // Archive Haunt,Innistrad: Midnight Hunt,68,
4,Pack's Betrayal,Innistrad: Midnight Hunt,153,
5,Path to the Festival,Innistrad: Midnight Hunt,191,
1,Patrician Geist,Innistrad: Midnight Hunt,69,
2,Pestilent Wolf,Innistrad: Midnight Hunt,192,
2,Phantom Carriage,Innistrad: Midnight Hunt,70,
1,Pithing Needle,Innistrad: Midnight Hunt,257,foil
3,Play with Fire,Innistrad: Midnight Hunt,154,
4,Plummet,Innistrad: Midnight Hunt,193,
2,Poppet Stitcher // Poppet Factory,Innistrad: Midnight Hunt,71,
2,Purifying Dragon,Innistrad: Midnight Hunt,155,
4,Raze the Effigy,Innistrad: Midnight Hunt,156,
2,Raze the Effigy,Innistrad: Midnight Hunt,156,foil
2,Reckless Stormseeker // Storm-Charged Slasher,Innistrad: Midnight Hunt,157,
1,"Rem Karolus, Stalwart Slayer",Innistrad: Midnight Hunt,322,
2,Return to Nature,Innistrad: Midnight Hunt,195,
1,Return to Nature,Innistrad: Midnight Hunt,195,foil
3,Revenge of the Drowned,Innistrad: Midnight Hunt,72,
2,Rise of the Ants,Innistrad: Midnight Hunt,196,
2,Rite of Harmony,Innistrad: Midnight Hunt,236,
1,Rite of Oblivion,Innistrad: Midnight Hunt,237,
3,Ritual Guardian,Innistrad: Midnight Hunt,30,
2,Ritual of Hope,Innistrad: Midnight Hunt,31,
1,Rockfall Vale,Innistrad: Midnight Hunt,266,
1,Rockfall Vale,Innistrad: Midnight Hunt,284,
2,Rootcoil Creeper,Innistrad: Midnight Hunt,238,
3,Rotten Reunion,Innistrad: Midnight Hunt,119,
1,Sacred Fire,Innistrad: Midnight Hunt,239,foil
2,Sacred Fire,Innistrad: Midnight Hunt,239,
7,Search Party Captain,Innistrad: Midnight Hunt,32,
4,Secrets of the Key,Innistrad: Midnight Hunt,73,
3,Seize the Storm,Innistrad: Midnight Hunt,158,
5,Shadowbeast Sighting,Innistrad: Midnight Hunt,198,
5,Shady Traveler // Stalking Predator,Innistrad: Midnight Hunt,120,
2,Shady Traveler // Stalking Predator,Innistrad: Midnight Hunt,120,foil
5,Shady Traveler // Stalking Predator,Innistrad: Midnight Hunt,291,
4,Shipwreck Sifters,Innistrad: Midnight Hunt,74,
1,Shipwreck Sifters,Innistrad: Midnight Hunt,74,foil
3,Siege Zombie,Innistrad: Midnight Hunt,121,
1,"Sigarda, Champion of Light",Innistrad: Midnight Hunt,240,
1,"Sigarda, Champion of Light",Innistrad: Midnight Hunt,323,
1,Sigarda's Splendor,Innistrad: Midnight Hunt,33,
1,Silver Bolt,Innistrad: Midnight Hunt,258,
1,Siphon Insight,Innistrad: Midnight Hunt,241,
2,Skaab Wrangler,Innistrad: Midnight Hunt,75,
1,Slaughter Specialist,Innistrad: Midnight Hunt,122,
1,"Slogurk, the Overslime",Innistrad: Midnight Hunt,242,
2,"Slogurk, the Overslime",Innistrad: Midnight Hunt,324,
1,Sludge Monster,Innistrad: Midnight Hunt,76,
5,Snarling Wolf,Innistrad: Midnight Hunt,199,
3,Soul-Guide Gryff,Innistrad: Midnight Hunt,35,
1,Spellrune Painter // Spellrune Howler,Innistrad: Midnight Hunt,160,
2,Spellrune Painter // Spellrune Howler,Innistrad: Midnight Hunt,295,
2,Startle,Innistrad: Midnight Hunt,78,
2,Stolen Vitality,Innistrad: Midnight Hunt,161,
1,Storm Skreelix,Innistrad: Midnight Hunt,243,
3,Stormrider Spirit,Innistrad: Midnight Hunt,79,
1,Stromkirk Bloodthief,Innistrad: Midnight Hunt,123,
1,Stromkirk Bloodthief,Innistrad: Midnight Hunt,123,foil
5,Stuffed Bear,Innistrad: Midnight Hunt,259,
1,Stuffed Bear,Innistrad: Midnight Hunt,259,foil
4,Sungold Barrage,Innistrad: Midnight Hunt,36,
1,Sungold Barrage,Innistrad: Midnight Hunt,36,foil
1,Sungold Sentinel,Innistrad: Midnight Hunt,37,foil
1,Sunrise Cavalier,Innistrad: Midnight Hunt,244,
